Lot_Frontage,Lot_Area,Bldg_Type,House_Style,Overall_Cond,Year_Built,Exter_Cond,Total_Bsmt_SF,First_Flr_SF,Second_Flr_SF,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,Fireplaces,Longitude,Latitude,Sale_Price
60,11100,OneFam,One_and_Half_Fin,Above_Average,1951,Typical,1080,1080,400,1,0,4,1,1,-93.66057,42.023945,136500
50,7550,OneFam,One_and_Half_Fin,Average,1920,Fair,951,986,376,2,0,4,1,0,-93.659659,42.023451,96000
60,9060,OneFam,One_Story,Above_Average,1957,Typical,0,1340,0,1,0,3,1,1,-93.658537,42.022824,120000
104,23920,OneFam,One_and_Half_Fin,Average,1984,Typical,1105,1105,717,2,0,4,1,1,-93.693153,42.034453,228500
114,10357,OneFam,One_Story,Average,1990,Typical,910,1442,0,2,0,3,1,1,-93.684102,42.033662,179900
116,13474,OneFam,Two_Story,Average,1990,Typical,700,1122,1121,2,1,4,1,1,-93.684102,42.033576,225000
86,10380,OneFam,Two_Story,Average,1986,Typical,1502,1553,1177,2,1,4,1,1,-93.68347,42.031546,301000
103,13125,OneFam,Two_Story,Average,1991,Typical,1104,912,1215,2,1,4,1,1,-93.683309,42.032467,238000
82,11287,OneFam,Two_Story,Above_Average,1989,Typical,807,1175,807,2,1,3,1,1,-93.683226,42.031566,228500
75,9317,OneFam,Two_Story,Average,1994,Good,779,1029,929,2,1,3,1,1,-93.681061,42.030801,220000
74,8556,OneFam,One_Story,Average,2006,Typical,1240,1240,0,2,0,2,1,0,-93.69003,42.024633,194000
75,11750,OneFam,One_Story,Average,2005,Typical,1546,1546,0,2,0,3,1,0,-93.688941,42.025726,217000
73,8760,OneFam,One_Story,Average,2006,Typical,1489,1500,0,2,0,3,1,1,-93.688923,42.025156,212999
64,7242,OneFam,One_Story,Average,2005,Typical,1270,1270,0,2,0,2,1,0,-93.689884,42.024635,175900
78,9316,OneFam,Two_Story,Average,2005,Typical,879,879,916,2,1,3,1,0,-93.688917,42.024485,191000
78,9317,OneFam,One_Story,Average,2006,Typical,1314,1314,0,2,0,3,1,1,-93.688931,42.023226,176432
0,14364,OneFam,Two_Story,Average,1988,Typical,1157,1180,882,2,1,3,1,1,-93.685142,42.029694,277000
0,8883,OneFam,Two_Story,Average,1988,Typical,929,946,927,2,1,3,1,1,-93.684944,42.029803,207000
0,159000,OneFam,One_and_Half_Fin,Good,1958,Typical,1444,1444,700,2,0,4,1,2,-93.682439,42.027956,277000
0,53107,OneFam,Two_Story,Average,1992,Typical,1580,1079,874,2,1,3,1,2,-93.679216,42.027969,240000
0,12205,OneFam,Two_Story,Very_Good,1966,Typical,832,976,1111,2,1,5,1,0,-93.6825099,42.024734,187500
155,20064,OneFam,One_Story,Above_Average,1976,Typical,966,1743,0,0,1,0,1,2,-93.683612,42.024305,279000
0,14217,OneFam,One_Story,Average,1994,Typical,1022,1022,0,1,0,3,1,0,-93.691971,42.022228,139500
65,8775,OneFam,One_Story,Average,1994,Typical,990,990,0,1,0,3,1,0,-93.692069,42.021324,126000
105,11249,OneFam,One_Story,Average,1995,Good,1200,1200,0,2,0,3,1,0,-93.688862,42.02121,177500
57,10021,OneFam,Two_Story,Above_Average,1997,Good,635,646,662,2,1,3,1,0,-93.690402,42.020966,175000
0,9531,OneFam,Two_Story,Average,1998,Typical,794,882,914,2,1,3,1,0,-93.690545,42.020912,211000
60,8428,OneFam,One_Story,Good,1994,Good,990,990,0,1,0,3,1,0,-93.692286,42.019032,146000
70,16561,OneFam,One_Story,Average,1996,Typical,1097,1097,0,1,1,3,1,0,-93.692696,42.019083,147900
60,8070,OneFam,One_Story,Average,1994,Typical,990,990,0,1,0,3,1,0,-93.692415,42.019028,123600
69,9337,OneFam,Two_Story,Average,1997,Good,824,905,881,2,1,3,1,0,-93.690633,42.018378,204750
47,10820,OneFam,Two_Story,Average,1999,Typical,988,988,885,2,1,3,1,1,-93.688952,42.017907,235500
43,12352,OneFam,Two_Story,Average,1998,Typical,853,853,900,2,1,3,1,1,-93.68892,42.017826,217000
68,9543,OneFam,Two_Story,Average,2001,Typical,845,845,845,2,1,3,1,0,-93.689344,42.016896,190550
0,8826,OneFam,Two_Story,Average,2000,Typical,985,985,857,2,1,3,1,1,-93.689518,42.016829,217500
72,10665,OneFam,One_Story,Average,2003,Typical,1453,1479,0,2,0,3,1,0,-93.691469,42.016297,226000
72,11317,OneFam,Two_Story,Average,2003,Typical,840,840,828,2,1,3,1,0,-93.692052,42.016214,180000
59,8660,OneFam,SLvl,Average,1976,Good,1015,1025,0,2,0,3,1,1,-93.686678,42.021386,153500
72,9720,OneFam,SLvl,Good,1977,Typical,995,1009,0,2,0,3,1,1,-93.6874333,42.0218643,160000
45,8982,OneFam,One_Story,Average,1977,Typical,1040,1040,0,1,1,3,1,0,-93.687734,42.022239,134900
39,16300,OneFam,One_Story,Below_Average,1977,Typical,876,907,0,1,0,3,1,0,-93.684837,42.01972,130000
75,9675,OneFam,One_Story,Above_Average,1975,Typical,864,879,0,1,0,3,1,0,-93.684993,42.021163,120000
70,7700,OneFam,One_Story,Average,1972,Typical,882,882,0,1,0,3,1,0,-93.683235,42.021056,112500
120,10356,OneFam,One_Story,Above_Average,1975,Typical,969,969,0,1,1,3,1,0,-93.684354,42.021025,122000
60,7200,OneFam,One_Story,Average,1972,Typical,864,864,0,1,0,3,1,0,-93.683158,42.020861,127000
60,7200,OneFam,One_Story,Very_Good,1972,Good,385,875,0,1,0,3,1,0,-93.683169,42.021737,117000
80,10386,OneFam,One_Story,Average,2004,Typical,2000,2000,0,2,0,3,1,0,-93.687856,42.018518,305900
0,9375,OneFam,Two_Story,Average,2002,Typical,1284,1284,885,2,1,3,1,1,-93.686575,42.018424,228500
0,11354,OneFam,One_Story,Average,2000,Typical,1673,1673,0,2,0,3,1,1,-93.682805,42.018849,270000
70,8749,OneFam,One_Story,Average,2002,Typical,1459,1459,0,2,0,3,1,1,-93.686795,42.016973,192000
70,8749,OneFam,Two_Story,Average,2003,Typical,979,992,940,2,1,3,1,1,-93.687786,42.016961,213000
65,8158,OneFam,Two_Story,Average,2002,Typical,860,860,869,2,1,3,1,0,-93.68675,42.016212,200000
66,16226,OneFam,Two_Story,Average,1998,Typical,1028,1210,1242,2,1,4,1,1,-93.683813,42.0172,267000
73,11927,OneFam,One_Story,Average,1994,Typical,1556,1592,0,2,0,3,1,1,-93.679583,42.018564,228000
0,12728,OneFam,Two_Story,Average,2001,Typical,1531,1531,908,2,1,4,1,1,-93.681196,42.018864,275000
0,15295,OneFam,Two_Story,Average,1996,Typical,860,1212,780,2,1,3,1,2,-93.6800822,42.0185298,211000
90,11248,OneFam,One_Story,Average,2002,Typical,1626,1668,0,2,0,3,1,1,-93.679805,42.018017,285000
80,10000,OneFam,Two_Story,Average,1995,Typical,1220,1220,870,2,1,3,1,1,-93.681274,42.017856,240000
36,4435,TwnhsE,One_Story,Average,2003,Typical,848,848,0,1,0,1,1,0,-93.681085,42.016277,131500
73,17227,OneFam,One_Story,Average,1999,Typical,1341,1341,0,1,1,1,1,1,-93.679505,42.017753,246900
65,8200,OneFam,Two_Story,Average,2003,Typical,847,847,1081,2,1,4,1,1,-93.687684,42.015974,219500
65,8450,OneFam,One_Story,Average,2003,Typical,1337,1337,0,2,0,3,1,0,-93.686903,42.014038,185000
79,9245,OneFam,Two_Story,Average,2006,Typical,939,939,858,2,1,3,1,0,-93.684137,42.014823,213500
63,8500,OneFam,One_Story,Average,2004,Typical,1422,1422,0,2,0,3,1,0,-93.684714,42.013576,179600
65,8769,OneFam,One_Story,Average,2005,Typical,1169,1190,0,2,0,2,1,0,-93.684625,42.013544,173500
64,8333,OneFam,Two_Story,Average,2006,Typical,738,738,753,2,1,3,1,1,-93.684271,42.013467,168675
64,9045,OneFam,Two_Story,Average,2005,Typical,768,768,768,2,1,3,1,0,-93.683732,42.01469,167000
70,9170,OneFam,One_Story,Good,1965,Typical,1214,1214,0,1,0,2,1,0,-93.6783521,42.0210331,140000
67,8308,OneFam,One_Story,Above_Average,1963,Good,1088,1088,0,1,0,2,1,0,-93.676222,42.021221,110000
73,10921,OneFam,One_Story,Average,1965,Typical,960,960,0,1,0,3,1,0,-93.671455,42.021195,94750
74,16287,OneFam,One_and_Half_Fin,Above_Average,1925,Good,901,901,450,1,0,3,1,1,-93.671454,42.02103,122000
80,8240,OneFam,One_Story,Above_Average,1960,Typical,1179,1179,0,1,0,2,1,0,-93.671453,42.020893,110000
81,11841,Duplex,SFoyer,Average,1990,Good,816,816,0,1,0,3,1,0,-93.673197,42.019926,118500
65,6285,OneFam,SLvl,Above_Average,1976,Fair,960,1044,0,1,0,3,1,1,-93.6747048,42.0196959,133500
0,7917,OneFam,One_Story,Good,1976,Good,1143,1113,0,1,1,3,1,1,-93.67525,42.019902,148000
0,9555,Duplex,Two_Story,Above_Average,1979,Typical,0,1100,1133,2,1,5,2,0,-93.674327,42.01917,141000
60,7024,OneFam,One_Story,Average,2005,Typical,1090,1090,0,1,1,2,1,0,-93.673253,42.018873,157000
60,7023,OneFam,Two_Story,Average,2005,Typical,734,734,674,2,1,3,1,0,-93.67318,42.018922,171500
35,3675,TwnhsE,SFoyer,Average,2005,Typical,547,1072,0,1,0,2,1,0,-93.670587,42.018973,140000
64,6400,OneFam,One_Story,Good,1959,Typical,960,960,0,1,0,2,1,0,-93.665737,42.018965,131750
74,6882,Duplex,One_Story,Fair,1955,Typical,0,1152,0,2,0,2,2,0,-93.664768,42.020062,61500
75,10215,OneFam,One_Story,Average,1954,Typical,864,948,0,1,0,3,1,0,-93.663509,42.020783,111000
70,4270,OneFam,One_Story,Above_Average,1931,Typical,544,774,0,1,0,3,1,0,-93.661542,42.022655,79000
62,10042,OneFam,One_and_Half_Fin,Very_Good,1920,Typical,660,740,125,1,0,2,1,1,-93.660303,42.021436,108500
70,11767,OneFam,Two_Story,Good,1910,Typical,560,796,550,1,1,2,1,0,-93.664821,42.01965,112000
60,8172,OneFam,One_Story,Average,1955,Typical,768,768,0,1,0,2,1,1,-93.66346,42.018943,125000
60,8190,OneFam,One_Story,Above_Average,1954,Typical,948,948,0,1,0,3,1,1,-93.663329,42.019937,119000
55,10592,OneFam,Two_Story,Good,1923,Good,602,900,602,1,1,3,1,2,-93.646624,42.01804,165000
55,10594,OneFam,One_and_Half_Unf,Average,1926,Typical,768,789,0,1,0,2,1,0,-93.646688,42.018039,96500
54,7223,OneFam,One_Story,Average,1926,Typical,1290,1422,0,1,0,3,1,0,-93.646817,42.017888,136500
51,6821,OneFam,One_and_Half_Fin,Good,1921,Typical,651,759,539,2,0,2,1,1,-93.64672,42.017889,146500
60,7200,OneFam,One_and_Half_Fin,Good,1937,Typical,731,981,787,1,1,3,1,2,-93.6461654,42.018921,175000
63,4000,OneFam,Two_Story,Very_Good,1930,Typical,531,567,531,1,0,2,1,1,-93.644544,42.017103,148500
53,6720,OneFam,Two_Story,Good,1921,Typical,585,851,585,1,0,3,1,1,-93.644669,42.017106,141500
55,7642,OneFam,One_and_Half_Fin,Very_Good,1918,Typical,912,912,514,1,1,3,1,1,-93.6447083,42.0162813,189950
53,7155,OneFam,Two_Story,Very_Good,1926,Typical,686,686,775,1,0,3,1,1,-93.644511,42.016216,135000
53,7128,OneFam,Two_and_Half_Unf,Average,1941,Good,918,918,728,2,0,4,1,2,-93.644698,42.016217,164000
40,4280,OneFam,One_Story,Above_Average,1913,Typical,440,694,0,1,0,2,1,1,-93.64476,42.016217,90350
53,5362,OneFam,One_and_Half_Fin,Above_Average,1910,Typical,661,661,589,2,0,3,1,1,-93.646289,42.016853,139000
50,6305,OneFam,One_Story,Good,1938,Good,920,954,0,1,0,2,1,1,-93.646416,42.016067,119750
82,7136,Duplex,Two_Story,Above_Average,1946,Typical,979,979,979,2,0,4,2,0,-93.6435257,42.0199537,145000
82,6270,Duplex,Two_Story,Above_Average,1949,Typical,1001,1001,1001,2,0,4,2,0,-93.643215,42.019952,145000
60,7230,OneFam,Two_and_Half_Unf,Good,1927,Typical,851,867,851,2,1,4,1,1,-93.64281,42.018796,238000
126,13108,OneFam,One_Story,Average,1951,Typical,0,1226,0,1,1,2,1,1,-93.641948,42.017572,153500
86,22420,OneFam,Two_Story,Above_Average,1918,Typical,1370,1370,1254,2,1,4,1,1,-93.644426,42.020037,239000
110,7810,OneFam,One_and_Half_Fin,Above_Average,1930,Good,930,1230,525,2,0,4,1,1,-93.642359,42.018941,188000
0,11275,OneFam,One_and_Half_Fin,Good,1932,Typical,854,1096,895,1,1,3,1,1,-93.6428531,42.0168895,220000
79,6221,TwoFmCon,One_and_Half_Fin,Average,1941,Typical,728,760,595,2,0,3,1,0,-93.640497,42.017573,140000
70,10570,OneFam,Two_Story,Very_Good,1932,Typical,853,1549,1178,2,1,3,1,2,-93.641156,42.016961,315000
61,7259,OneFam,Two_Story,Very_Good,1945,Typical,1028,1436,884,2,1,3,1,1,-93.642663,42.01629,259500
110,14442,OneFam,One_Story,Good,1957,Typical,1477,1839,0,2,0,3,1,2,-93.642883,42.013003,257500
75,13125,OneFam,Two_Story,Above_Average,1940,Typical,800,960,780,1,1,3,1,2,-93.6440062,42.0145503,219500
0,25485,OneFam,One_Story,Below_Average,1960,Fair,1560,1560,0,1,1,3,1,3,-93.640326,42.012488,201000
0,21579,OneFam,One_Story,Above_Average,1968,Typical,1488,1488,0,2,0,3,1,2,-93.641849,42.011506,215000
24,1782,Twnhs,Two_Story,Above_Average,1980,Good,516,529,516,1,0,2,1,1,-93.645743,42.009489,123900
0,17871,OneFam,One_Story,Average,1995,Typical,1680,1680,0,2,0,4,1,0,-93.644923,42.011836,170000
35,3907,TwnhsE,One_Story,Average,1988,Typical,1004,1020,0,1,0,1,1,0,-93.645785,42.009321,200000
0,20693,OneFam,One_Story,Average,1971,Typical,1696,1696,0,2,0,3,1,2,-93.643548,42.011343,198000
70,18044,OneFam,One_Story,Average,1986,Typical,279,2726,0,2,1,2,1,1,-93.640182,42.010076,315000
85,8500,OneFam,One_and_Half_Fin,Good,1919,Typical,793,997,520,2,0,3,1,0,-93.628412,42.022836,115000
50,7000,OneFam,One_and_Half_Fin,Good,1940,Typical,720,720,495,1,0,3,1,0,-93.6295,42.022474,141000
50,5000,OneFam,One_and_Half_Unf,Above_Average,1941,Typical,720,803,0,1,0,2,1,0,-93.596569,42.022658,87000
50,7288,OneFam,One_and_Half_Fin,Good,1925,Good,936,936,665,2,0,3,1,0,-93.597005,42.022658,129850
50,6060,OneFam,One_and_Half_Fin,Average,1939,Typical,732,772,351,1,0,3,1,0,-93.626875,42.022566,100000
46,3672,OneFam,One_Story,Good,1922,Typical,816,816,0,1,0,2,1,0,-93.625313,42.0228,75200
59,8263,OneFam,One_Story,Average,1920,Typical,1012,1012,0,1,0,2,1,1,-93.629496,42.021547,118400
75,13710,OneFam,One_and_Half_Fin,Average,1950,Typical,910,910,648,1,1,4,1,0,-93.626689,42.021497,152000
64,11067,OneFam,One_and_Half_Fin,Below_Average,1939,Typical,0,640,0,1,0,1,1,0,-93.628222,42.020161,68104
75,8250,TwoFmCon,Two_Story,Above_Average,1895,Good,957,1034,957,2,0,4,2,0,-93.616969,42.020077,119600
60,6060,OneFam,One_Story,Excellent,1930,Typical,837,1001,0,1,0,2,1,0,-93.613886,42.021555,124900
0,12150,OneFam,SFoyer,Above_Average,1979,Typical,1001,1299,0,2,0,2,1,1,-93.606577,41.994357,183500
0,7540,OneFam,SFoyer,Above_Average,1978,Typical,888,912,0,1,0,2,1,1,-93.606672,41.994207,156000
71,9187,OneFam,One_Story,Average,1983,Good,1084,1080,0,1,1,3,1,0,-93.607597,41.994206,134000
80,10000,OneFam,One_Story,Average,2002,Typical,1441,1392,0,2,0,3,1,1,-93.607551,41.995218,215000
44,12864,OneFam,One_Story,Average,2002,Typical,1409,1409,0,1,1,1,1,1,-93.606933,41.995973,245000
0,9928,OneFam,One_Story,Average,1991,Typical,1454,1478,0,2,0,3,1,1,-93.602505,41.995931,210000
0,8750,OneFam,SLvl,Above_Average,1975,Typical,852,918,0,1,0,3,0,0,-93.60104,41.995512,148000
82,8410,OneFam,SFoyer,Above_Average,1974,Typical,970,1026,0,1,0,2,1,1,-93.601779,41.994188,143000
46,4054,TwnhsE,One_Story,Above_Average,1987,Typical,1501,1501,0,2,0,2,1,2,-93.63966,42.005692,244000
0,9763,TwnhsE,One_Story,Average,1998,Typical,1502,1502,0,1,1,1,1,1,-93.647403,42.001694,330000
115,16905,OneFam,One_Story,Above_Average,1959,Good,1350,1328,0,1,1,2,1,2,-93.649757,41.99854,170000
149,19958,OneFam,One_Story,Very_Good,1958,Good,585,2279,0,2,1,4,1,1,-93.6494462,42.0004101,257000
64,9037,OneFam,One_Story,Average,2006,Typical,1476,1484,0,2,0,2,1,1,-93.650561,41.9941,265900
42,10331,OneFam,One_Story,Good,1985,Typical,1265,1240,0,2,0,3,1,0,-93.646617,41.998023,174000
44,13758,OneFam,One_and_Half_Fin,Average,1990,Good,1156,1187,530,2,1,3,1,1,-93.644366,41.997992,187500
0,9303,OneFam,Two_Story,Average,1996,Typical,872,888,868,2,1,3,1,0,-93.646782,41.997364,204000
0,6718,OneFam,One_Story,Average,2001,Typical,1267,1312,0,2,0,2,1,0,-93.646791,41.997126,180500
73,9590,OneFam,SLvl,Average,2003,Typical,868,1146,0,2,0,3,1,1,-93.646788,41.996089,187500
80,11305,OneFam,One_Story,Average,2002,Typical,1922,1922,0,2,0,2,1,1,-93.646894,41.995508,282000
0,7777,OneFam,One_Story,Average,1996,Typical,1491,1491,0,2,0,3,1,1,-93.646634,41.997299,178000
85,14536,OneFam,One_Story,Average,2002,Typical,1616,1629,0,2,0,3,1,1,-93.647585,41.995341,270000
0,11800,OneFam,Two_Story,Average,2003,Typical,1122,1146,1340,3,1,5,1,1,-93.647199,41.993986,279900
50,35133,OneFam,One_Story,Below_Average,1963,Typical,1572,1572,0,1,1,3,1,2,-93.662162,41.997352,186700
88,12665,OneFam,Two_Story,Average,2005,Typical,1094,1133,1349,2,1,4,1,1,-93.647569,41.993261,281213
200,43500,OneFam,One_Story,Average,1953,Typical,0,2034,0,1,0,2,1,0,-93.610118,41.992318,130000
62,6710,TwnhsE,SFoyer,Average,1996,Typical,920,936,0,0,1,0,1,0,-93.608192,41.993356,140000
94,25286,OneFam,One_Story,Average,1963,Typical,1064,1040,0,1,0,3,1,0,-93.605507,41.993107,132250
100,25000,Duplex,One_Story,Below_Average,1967,Typical,1632,1632,0,2,0,4,2,0,-93.6072813,41.9927922,143000
0,32463,TwoFmCon,One_Story,Below_Average,1961,Good,1249,1622,0,1,0,3,1,1,-93.607395,41.991211,168000
44,4224,TwnhsE,One_Story,Good,1976,Typical,1040,1060,0,1,0,3,1,1,-93.605355,41.992917,129900
44,4224,TwnhsE,One_Story,Average,1976,Typical,1142,1142,0,1,1,3,1,1,-93.605354,41.99284,134000
21,1504,Twnhs,Two_Story,Below_Average,1972,Typical,546,546,546,1,1,3,1,0,-93.603546,41.992145,85500
0,1533,Twnhs,SLvl,Average,1970,Typical,530,530,462,1,0,2,1,0,-93.601862,41.992516,106500
21,1495,TwnhsE,Two_Story,Above_Average,1970,Typical,546,546,546,1,1,3,1,0,-93.601827,41.992479,93900
21,2001,Twnhs,Two_Story,Average,1970,Typical,546,546,546,1,1,3,1,0,-93.601507,41.991709,75000
21,1936,Twnhs,SFoyer,Above_Average,1970,Typical,630,630,0,1,0,1,1,0,-93.602094,41.991641,84500
21,1890,Twnhs,Two_Story,Fair,1976,Typical,546,546,546,1,1,3,1,0,-93.603422,41.991868,75190
0,11333,OneFam,SLvl,Average,1976,Typical,1029,1062,0,1,0,3,1,2,-93.604923,41.991612,146800
72,9129,OneFam,SFoyer,Average,1977,Typical,923,1008,0,1,0,1,1,1,-93.604644,41.991098,153500
0,15957,OneFam,SLvl,Above_Average,1977,Typical,1244,1356,0,2,0,3,1,1,-93.604521,41.989581,188000
61,33983,OneFam,One_Story,Above_Average,1977,Fair,1160,1676,0,1,1,3,1,2,-93.60678,41.990264,196000
68,8286,OneFam,Two_Story,Good,1977,Typical,716,716,716,1,1,3,1,1,-93.604524,41.989488,157000
50,6723,OneFam,SFoyer,Good,1971,Typical,796,796,0,1,0,2,1,0,-93.602559,41.991144,138000
54,7244,OneFam,SFoyer,Good,1970,Good,768,768,0,1,0,2,1,0,-93.6015199,41.991371,129500
69,7599,OneFam,One_Story,Above_Average,1982,Typical,845,845,0,1,0,2,1,0,-93.604858,41.987606,129500
0,11000,OneFam,One_Story,Above_Average,1976,Typical,1090,1178,0,1,1,3,1,0,-93.605119,41.989768,135000
76,8314,OneFam,One_Story,Good,1982,Typical,816,816,0,1,0,2,1,0,-93.604146,41.98822,124500
65,11625,OneFam,One_Story,Good,1983,Typical,816,816,0,1,0,2,1,0,-93.6030815,41.9881729,139000
62,10447,OneFam,One_Story,Above_Average,1984,Typical,864,887,0,1,0,3,1,0,-93.604858,41.986588,124500
0,11027,OneFam,One_Story,Average,1954,Typical,1178,1293,0,2,0,2,1,0,-93.618462,42.053406,149900
85,10533,OneFam,One_Story,Above_Average,1956,Good,1008,1024,0,1,0,2,1,2,-93.618182,42.053327,157500
0,11765,OneFam,One_Story,Average,1957,Typical,1617,1797,0,1,1,3,1,1,-93.6192621,42.0531078,169000
90,11727,OneFam,One_Story,Above_Average,1969,Good,1851,1851,0,2,0,3,1,1,-93.617432,42.050507,192100
60,8238,OneFam,Two_Story,Average,1997,Typical,813,813,712,2,1,3,1,1,-93.639067,42.059909,183500
0,13006,OneFam,Two_Story,Average,1997,Typical,964,993,1243,2,1,4,1,1,-93.637871,42.061407,222000
0,13041,OneFam,Two_Story,Average,1995,Typical,781,781,890,2,1,3,1,1,-93.637482,42.060425,170000
0,13031,OneFam,Two_Story,Average,1995,Typical,691,691,807,2,1,3,1,1,-93.637566,42.06048,187500
54,9783,OneFam,Two_Story,Average,1996,Typical,821,821,955,2,1,3,1,1,-93.636378,42.060736,202000
70,11207,OneFam,Two_Story,Average,1997,Typical,802,802,709,2,1,3,1,1,-93.636373,42.061879,185000
50,13128,OneFam,Two_Story,Average,2005,Typical,1074,1074,990,2,1,4,1,1,-93.635935,42.062802,250000
72,10463,OneFam,Two_Story,Average,2005,Typical,893,901,900,2,1,3,1,1,-93.635837,42.062798,239900
68,13108,OneFam,Two_Story,Average,1994,Typical,2062,2079,608,2,1,4,1,0,-93.631604,42.060625,270000
0,8076,OneFam,One_Story,Above_Average,1993,Typical,1160,1169,0,2,0,3,1,1,-93.635716,42.0591,183500
0,7685,OneFam,Two_Story,Average,1993,Typical,697,697,804,2,1,3,1,1,-93.636949,42.058421,165600
63,9084,OneFam,Two_Story,Average,1998,Typical,935,955,677,2,1,3,1,1,-93.639293,42.058201,176500
30,3701,TwnhsE,One_Story,Average,1987,Typical,1191,1204,0,2,0,2,1,0,-93.634231,42.059599,130000
44,5306,TwnhsE,Two_Story,Good,1987,Good,1064,1064,703,2,0,2,1,1,-93.631572,42.059332,239000
0,6563,OneFam,One_Story,Average,1985,Typical,1742,1742,0,2,0,2,1,1,-93.632571,42.058136,275000
0,14762,OneFam,Two_Story,Above_Average,1948,Typical,0,1547,720,2,0,2,1,1,-93.6220148,42.0593867,169000
100,34650,TwoFmCon,One_Story,Average,1955,Typical,1056,1056,0,1,0,3,1,0,-93.625169,42.056702,145000
60,8147,TwnhsE,One_Story,Average,2005,Typical,1714,1714,0,2,0,2,1,1,-93.63007,42.058563,318000
90,18261,OneFam,One_Story,Average,2005,Typical,1910,2000,0,2,1,3,1,2,-93.628269,42.058816,470000
91,14145,OneFam,One_Story,Good,1984,Typical,1208,1621,0,2,0,3,1,0,-93.638026,42.055607,202500
0,13837,OneFam,One_and_Half_Fin,Average,1988,Good,1204,1377,806,2,1,4,1,0,-93.637874,42.054367,229000
0,16659,OneFam,Two_Story,Good,1977,Typical,795,1468,795,2,1,3,1,1,-93.6326645,42.0543376,235000
0,18800,OneFam,Two_Story,Average,1976,Typical,796,790,784,2,1,3,1,1,-93.631515,42.054956,190000
0,10464,OneFam,SFoyer,Above_Average,1980,Typical,988,1102,0,1,0,2,1,1,-93.633002,42.0562619,169000
80,10400,OneFam,One_Story,Average,1988,Typical,1845,1872,0,2,0,3,1,1,-93.635486,42.05327,241500
81,10530,OneFam,Two_Story,Average,1978,Typical,945,945,912,2,1,4,1,1,-93.6353259,42.0524029,188900
79,10240,OneFam,One_Story,Above_Average,1980,Good,1686,1686,0,2,0,3,1,1,-93.636044,42.053418,207500
80,16692,OneFam,Two_Story,Average,1978,Typical,1392,1392,1392,3,1,5,1,2,-93.637387,42.050514,250000
85,11475,OneFam,Two_Story,Above_Average,1975,Typical,713,811,741,2,1,3,1,1,-93.637191,42.050176,179900
0,9927,OneFam,SFoyer,Average,1976,Typical,1047,1083,0,1,0,2,1,1,-93.635367,42.049771,172000
81,10530,OneFam,SLvl,Above_Average,1975,Typical,675,1109,766,3,0,3,1,1,-93.632369,42.052362,184500
78,10140,OneFam,One_Story,Above_Average,1975,Typical,1056,1074,0,1,1,3,1,0,-93.630348,42.052522,153500
78,10140,OneFam,Two_Story,Average,1976,Typical,832,832,832,2,1,4,1,1,-93.632355,42.052359,162900
78,10140,OneFam,One_Story,Above_Average,1974,Typical,1040,1309,0,1,1,3,1,1,-93.630289,42.04977,181000
80,10000,OneFam,One_Story,Above_Average,1974,Typical,1103,1103,0,2,0,3,1,0,-93.631162,42.049608,155000
0,8125,OneFam,One_Story,Below_Average,1971,Typical,858,858,0,1,0,3,1,0,-93.627981,42.05446,88000
60,7200,OneFam,One_Story,Below_Average,1971,Typical,864,874,0,1,0,3,1,0,-93.627849,42.054385,97500
26,8773,TwnhsE,One_Story,Average,2002,Typical,1487,1419,0,2,0,2,1,0,-93.624411,42.055319,190000
24,2760,TwnhsE,Two_Story,Average,1973,Typical,525,525,567,1,1,3,1,0,-93.629906,42.052655,105500
24,2160,TwnhsE,Two_Story,Above_Average,1973,Typical,765,765,600,1,1,3,1,1,-93.6292319,42.0524739,125500
21,1953,Twnhs,Two_Story,Average,1973,Typical,483,483,504,1,1,2,1,0,-93.627932,42.0527019,83000
21,1890,Twnhs,Two_Story,Good,1972,Typical,494,494,536,1,1,3,1,0,-93.627103,42.051798,116000
21,1680,Twnhs,Two_Story,Good,1972,Typical,672,672,546,1,1,3,1,0,-93.627366,42.051691,118000
21,1680,Twnhs,Two_Story,Average,1972,Typical,483,483,465,1,1,2,1,0,-93.629877,42.051672,89000
21,1680,Twnhs,Two_Story,Average,1972,Typical,525,525,567,1,1,3,1,0,-93.629846,42.051673,108000
21,1680,Twnhs,Two_Story,Average,1972,Typical,483,483,504,1,1,2,1,1,-93.629516,42.051664,94500
53,4043,TwnhsE,One_Story,Average,1975,Typical,1069,1069,0,2,0,2,1,1,-93.627169,42.050595,146300
65,7514,OneFam,One_Story,Good,1967,Typical,943,1387,0,1,0,3,1,1,-93.628857,42.048947,145000
68,7838,OneFam,SFoyer,Average,1967,Typical,864,900,0,1,0,3,1,1,-93.62895,42.048946,123000
24,2280,Twnhs,One_Story,Good,1976,Typical,1055,1055,0,2,0,2,1,0,-93.624767,42.050705,137500
24,2179,Twnhs,Two_Story,Average,1976,Typical,855,855,601,2,1,3,1,1,-93.625709,42.050441,144000
129,16737,OneFam,One_Story,Average,2004,Typical,1980,1980,0,2,0,3,1,1,-93.658864,42.061472,315000
110,16163,OneFam,One_Story,Average,2004,Typical,1618,1618,0,2,0,2,1,1,-93.657991,42.061284,252000
120,14780,OneFam,One_Story,Average,2005,Typical,1868,1868,0,2,0,2,1,1,-93.657984,42.061134,415000
